taxon	Kingdom	Phylum	Class	Order	Family	Genus	Species	confidence	label	dominant_habitat
7fd7a11cca8080b81e0549e0e293845f	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	AC-32	AC-32 sp963766375	1.0	Actinomycetota	Soil
7fe5140fabab7789c1dbaa9a5939bedd	Bacteria	Omnitrophota	Gorgyraeia	Gygaellales	UBA12090	UBA12090	UBA12090 sp030674475	0.97	Omnitrophota	Groundwater
7ff346973a282aa55de296afdb5d74af	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Arthrobacter		0.87	Actinomycetota	Soil
80282136971038a02a6d6fca73184fb1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter swui	0.56	Bacteroidota	Soil
804dd4b9067fba8e2cafac00234d9cf3	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	DATBVX01		0.88	Pseudomonadota	Rare
8052cc02fc1077a0a7949d62bed7f0f0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio fontiphilus	0.8	Pseudomonadota	Riverwater
809b77a90319f0cda021696d7150f1f0	Bacteria	Myxococcota_A	Polyangia	Polyangiales	Houyiibacteriaceae			0.62	Myxococcota_A	Rare
809cd5a2ed3a9624656d2fd17d66ae0a								0.0	809cd5a2	Rare
80a2b0cc888ffcc582b4fd3f6a72fd59	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	JADKHC01	JADKHC01 sp016721945	0.99	Verrucomicrobiota	Riverwater
80a4caef25d1cee060bfe6838365bc20	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales				0.92	Verrucomicrobiota	Rare
80d11785b5400ad33e1293d8c72d736d	Bacteria	Omnitrophota	Gorgyraeia	Gygaellales	Profunditerraquicolaceae	Profunditerraquicola	Profunditerraquicola sp003598025	0.54	Omnitrophota	Groundwater
80f6c62af8a91fce6b60c53a999bdd7d	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Aquisediminimonas	Aquisediminimonas sp041916635	0.56	Pseudomonadota	Rare
80f9ed5f92e65c828b2e46c81cbc85e5	Bacteria	Desulfobacterota	Binatia	Bin18	Bin18	JABFSC01	JABFSC01 sp009692435	0.7	Desulfobacterota	Rare
80ff93a8347ed2e14717c2f4f0038b8c	Bacteria	Pseudomonadota	Alphaproteobacteria	ATCC43930	CGMCC-115725	DATARH01	DATARH01 sp963753665	0.5	Pseudomonadota	Soil
810e3c655e8e9d6959c19519cca8e06c	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Casimicrobiaceae	VBCG01	VBCG01 sp963718905	0.81	Pseudomonadota	Soil
81295cff685f08cb8ef7a4acdf20125f	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae			1.0	Actinomycetota	Rare
815695d7537872e5ae052a4252bd1871	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823			0.64	Chloroflexota	Sediment
81b13ad4e323d085bb84c456a322244c	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales	JADLHS01	JADLHS01	JADLHS01 sp020848635	0.82	Verrucomicrobiota	Sediment
81bc354d69ee2b6be47ccd9077908d98	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_D			0.94	Pseudomonadota	Soil
81cec2eddec4a751a5aaee47581bc17c	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JABEUL01	JAJZNL01	JAJZNL01 sp021791915	0.5	Actinomycetota	Rare
81cf8135dd62a9e63e72ef35fb820034	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	UBA4720	UBA4720 sp030647905	0.69	Gemmatimonadota	Soil
81da24f95cb96dff1d60d8d6c8d3418b	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999			0.97	Acidobacteriota	Soil
81e16b64de6032b4a215598f3e3e0138	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	ZC4RG30	ZC4RG30 sp963785055	1.0	Pseudomonadota	Sediment
81ef5764f54bab80f2d6bc8c46b0b220	Bacteria							1.0	81ef5764	Sediment
81f8e3986a630976cf1f43c39c55fc0a	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus denitrificans_B	0.71	Pseudomonadota	Sediment
822a0ee849989f75cc532cb3540de19a	Bacteria							1.0	822a0ee8	Rare
824524feb0c02a3ced4ae28e8b3c89c6	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus sp963698855	0.88	Pseudomonadota	Sediment
828fd58a570bc1ac4e6f94d721989271	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA6186	Azoamicaceae	JAGVLG01	JAGVLG01 sp030431675	0.95	Pseudomonadota	Rare
82adf4ca90c3c47e166ba8c15c38643d	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JAGVSZ01	JAGVSZ01 sp963716855	0.54	Pseudomonadota	Sediment
82d1d93280d66acd6a89ee7b3d21e185	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	JAPUDS01		0.59	Patescibacteriota	Riverwater
82dcabfb21cd87a794e8cca81f7c6a20	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Microlunatus		1.0	Actinomycetota	Soil
82e762e01a113c748e02f603239f49a8	Bacteria	Acidobacteriota	UBA6911	RPQK01				1.0	Acidobacteriota	Sediment
83105f8808cf481b841fbe718bd25b8b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JAAFJT01	JAAFJT01 sp046051005	0.52	Bacteroidota	Rare
8330fa6f1a09a8764f8cf454182a520b	Bacteria	Acidobacteriota	Thermoanaerobaculia	UBA5066	UBA5066	UBA5066	UBA5066 sp016714815	0.97	Acidobacteriota	Rare
83499ebec68ba12ad3310fd8b02aa9f4	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	JBBDJG01	JBBQNR01	JBBQNR01 sp963774075	0.72	Actinomycetota	Soil
836389de81635d60feec20d6e7dae0a2	Archaea	Nanobdellota	Nanobdellia	Pacearchaeales	GW2011-AR1			0.51	Nanobdellota	Groundwater
8392d520ee9ba14a636d17c082c4b7c3	Bacteria	Acidobacteriota	HRBIN11	JAKEFK01	JAKEFK01	CAZDDB01	CAZDDB01 sp963843285	0.95	Acidobacteriota	Rare
83a9026328318881149ff8a0c29f9391	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	UBA10649		0.91	Actinomycetota	Rare
83bb796343de981ae33a33aeb8c63c49	Bacteria	Planctomycetota	Brocadiia	Brocadiales	Brocadiaceae	Brocadia		0.5	Planctomycetota	Sediment
83eca15bd25f63cac016729a1593dce8	Bacteria	Omnitrophota	Gorgyraeia	2-02-FULL-51-18	2-02-FULL-51-18			0.81	Omnitrophota	Riverwater
84162050f70da817d35e41f0cc56ed4d	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	DASXAI01	DASXAI01 sp963728985	0.99	Actinomycetota	Rare
8419a1aff6911ae20bef753b77affc21	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIYUC01	CAIYUC01 sp963682005	0.7	Bacteroidota	Rare
84351f43af04791ddd7762ac90f5bb66	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	UBA10450	Udaeobacter	Udaeobacter sp963836455	0.73	Verrucomicrobiota	Soil
8435d48d10463061a6b34e30b82290e3	Bacteria	Acidobacteriota	Thermoanaerobaculia	UBA5066	Gp7-AA6	Gp7-AA6	Gp7-AA6 sp963765835	0.57	Acidobacteriota	Sediment
843bdd7afd989d547893a9bb21615a1c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	JAGOPY01	JAGOPY01	JAGOPY01 sp963701785	0.68	Bacteroidota	Sediment
8445499c647e84fa415763b46500feee	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola_A		0.82	Pseudomonadota	Riverwater
844fe49f84af4dfdcae64e376482fce6	Bacteria	Planctomycetota	Brocadiia	CAIUPP01	CAIUPP01			0.82	Planctomycetota	Rare
84660ec2c84229345f34d600fd3a82ab	Bacteria	Planctomycetota						0.61	Planctomycetota	Rare
8470362fab9b39cb1e85d6b20d4523ed	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Aggregicoccus	Aggregicoccus sp009659535	0.66	Myxococcota	Soil
8471dd8e0adf8dd9b11ce7621747787b	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA6186	Azoamicaceae	CADEGZ01	CADEGZ01 sp945878715	1.0	Pseudomonadota	Riverwater
848da4b6ff9efd964087d8f18b128886	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea		0.95	Pseudomonadota	Riverwater
849a9b47421f554baaf92d6d8ebab8d1	Bacteria	Myxococcota_A	Polyangia	Polyangiales	Polyangiaceae	JAICQQ01	JAICQQ01 sp963809955	1.0	Myxococcota_A	Rare
84a9124d060b95981b35d7b47e3c0a55	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	JAKBAR01	JAKBAR01	JAKBAR01 sp021808925	0.95	Pseudomonadota	Rare
84ad0b990d5d94d451747afa1f4c7b5e	Bacteria	Fibrobacterota	Fibrobacteria	UBA5070	UBA5070	UBA5070	UBA5070 sp016699655	0.8	Fibrobacterota	Riverwater
84b1ba8f058f3f8b5324c9ee33a62011								0.0	84b1ba8f	Sediment
84b420ce85c1e0865efb58ccf7e84c0a	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas		0.99	Pseudomonadota	Rare
851a1c0fff5b3acc82fa91298c090a34	Bacteria	Actinomycetota	UBA4738	UBA4738	HRBIN12	AC-51		1.0	Actinomycetota	Soil
8547141c0a8b9653577f2ed9aca372ca	Bacteria	Desulfobacterota	Binatia	DP-6	DP-6			0.78	Desulfobacterota	Sediment
8562afaf3955423d4eda6d71b8b277d8	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	PSRF01		1.0	Acidobacteriota	Soil
8585a1754f9749346da976da6a87e5af	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxyarcus	Sideroxyarcus sp963840345	0.85	Pseudomonadota	Sediment
858603b5b6c7332924623a52faa10212	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium		0.94	Bacillota	Mixed
85880493e5cc4f287d92faae14d123f3	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	UBA10450	CAVTTH01		0.63	Verrucomicrobiota	Soil
8598bea918e71258c481dcddc05524d3	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Sulfomarinibacteraceae	FEB-10	FEB-10 sp963718055	0.8	Acidobacteriota	Sediment
8599524cec26e00cc7df72e7ecc01220	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	Gp6-AA40	Gp6-AA40 sp963793705	0.95	Acidobacteriota	Soil
85bd48565e05d20f894445f2c13cef9c	Bacteria	Spirochaetota	Spirochaetia	SZUA-6	Fen-1364			1.0	Spirochaetota	Rare
85c10be6b5aca2c907719321b8ff8d82	Bacteria							1.0	85c10be6	Riverwater
85fca7d0ba5e9b3a3198961bd9557f18								0.0	85fca7d0	Sediment
85fe769a3ee819cb13629a2734f70bf6	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales				0.93	Desulfobacterota	Rare
860b11244363460108e1a96df96599a1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	JAEUMG01	JAEUMG01 sp963805405	0.87	Pseudomonadota	Sediment
8612a638846acf832935cb932a1f0398	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium		1.0	Bacteroidota	Riverwater
861e8ba0a18b0fb736bda95dbe6bb28f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp963849615	0.87	Bacteroidota	Sediment
863b600532ff2502a71aa157beeb7f97	Bacteria							1.0	863b6005	Sediment
863f89fdc1387b5b797169fda3ea3343	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA828	UBA828	SHWC01	SHWC01 sp050173345	0.61	Pseudomonadota	Sediment
865beb47171e49362bc6142a9bf1bceb	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	2-02-FULL-66-22	2-02-FULL-66-22	2-02-FULL-66-22 sp001771285	0.72	Methylomirabilota	Sediment
8678dea077ece20287b950cd5bc66db8	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella		0.52	Bacteroidota	Rare
8678fa3a06998220d4612e2c31b51f03	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	Zoogloea ramigera	0.76	Pseudomonadota	Riverwater
868355652951b8e40549e2b5f59c935a	Bacteria	Patescibacteriota	Gracilibacteria	UBA1369	2-02-FULL-48-14	2-02-FULL-48-14		0.58	Patescibacteriota	Rare
8687cc49cdac1adda44effe1e7a18e13	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae			0.67	Actinomycetota	Rare
868e0165fe32a8925b7f20afa5e1dbfc	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C			0.84	Pseudomonadota	Groundwater
86ccd0ab5d8a66d4b493abe8e98f69ec	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter aquaticus	1.0	Bacteroidota	Rare
86f09584834f46bc189a17cd4b37bb74	Bacteria	Desulfobacterota	BSN033	BSN033	UBA1163	UBA1163	UBA1163 sp963708295	0.55	Desulfobacterota	Sediment
87241688fe66505416dc9e9b8d6510bc	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315		1.0	Nitrospirota	Sediment
8735f92a7f18db944bc862777fbd3222	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C			0.92	Pseudomonadota	Riverwater
87aa772f4468b86224535db472fa05da	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae			1.0	Planctomycetota	Rare
87ad06f783547cc9ddaf6e3628365f4d	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	CAVXTT01	CAVXTT01 sp963764685	0.99	Bacteroidota	Sediment
87c9b99e35cf4f9dbe467b38050bfae1	Bacteria	Chloroflexota	Dehalococcoidia	Tepidiformales	Tepidiformaceae	Amarobacter		0.87	Chloroflexota	Rare
881aabb083cdd1bf07ddc3831e8f1424	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Fen-181	JARKSS01	JARKSS01 sp963813585	0.86	Acidobacteriota	Sediment
8820549df4df1d033172dd187319d06f	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA4665	JARIHD01	JARIHD01 sp036392795	0.79	Patescibacteriota	Groundwater
88245ced6b2ce2687e7d9f9260d2c053	Bacteria	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	JBHEPS01	JBHEPS01 sp046260175	0.65	Acidobacteriota	Sediment
88524108706087f7c75e79d6c10c9c61	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		0.99	Bacteroidota	Riverwater
885f980bb9dea70a568c1a4520b52364	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales				1.0	Acidobacteriota	Sediment
886a174da148cf865a4b2a29f0e99747	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	GCA-2729495	QUBU01		0.94	Pseudomonadota	Sediment
887a96a5ea8890f2592a0fd3e5933b0d	Bacteria	Myxococcota						0.85	Myxococcota	Rare
889b3824f9f3709fc805ea887f859e90	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		0.98	Pseudomonadota	Riverwater
891bcdf37aac99b7cc3459906f217da5	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	JABFRZ01	JABFRZ01 sp009691855	0.78	Planctomycetota	Sediment
891f4e188fadbc3661081d172cdc6b0d	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR31	AR31 sp963789955	0.98	Methylomirabilota	Sediment
893897504917e9dcd1bdc27b14d8c04f	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SHXO01	SHXO01	SHXO01 sp963827575	0.88	Pseudomonadota	Sediment
896ca370df8961584843f1f95d9ccfeb	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17		0.94	Acidobacteriota	Soil
899e6d1bba7c36b515dea9954c89bea9	Bacteria	Acidobacteriota	Terriglobia	Versatilivoradales	Versatilivoraceae	CAVVYL01	CAVVYL01 sp963752385	0.94	Acidobacteriota	Rare
89d800dede35ded0493cde00d0716494	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	DASPUC01	DASPUC01 sp035623075	0.8	Nitrospirota	Sediment
89e089f488f7397b7570530d6b6e1040	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae	Multiplicimicrobium	Multiplicimicrobium sp964562525	1.0	Omnitrophota	Riverwater
89ef563aa63fb1113aa4a0d79352c0b4	Bacteria							1.0	89ef563a	Rare
8a2544649928fa767488621fc9e53a87	Bacteria	Cyanobacteriota	Cyanobacteriia					0.7	Cyanobacteriota	Rare
8a25993167a6e6aa18d7e50841f491ec								0.0	8a259931	Soil
8a3a8c5a18cf4bc29134b753897be392	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium_C	Hyphomicrobium_C sp963831345	0.64	Pseudomonadota	Rare
8a45a115653f8df90fa47bcbc97f57c5								0.0	8a45a115	Sediment
8a4ccc3877595e1037ec26b0e058a54d	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	UBA6898	JAOUFP01	JAOUFP01 sp963734475	1.0	Nitrospirota	Sediment
8a6ff0c88772f33477cc3c1e68cc67ff	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Methylomirabilis		0.75	Methylomirabilota	Groundwater
8a7b6879cef845810dd1d960e559590e	Bacteria	Planctomycetota	B15-G4	B15-G4	B15-G4	BQJR01	BQJR01 sp021604805	0.83	Planctomycetota	Rare
8a8895d160b2fda424ad5446e9bf8f4e	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus shakirovi	0.91	Bacillota	Rare
8a8b2d67ffe101f84f943d42c7d097a2	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	JAWLCQ01	JAWLCQ01 sp041687095	0.71	Planctomycetota	Rare
8a94101f60db7944314c58fc86e56837								0.0	8a94101f	Groundwater
8a96426c51b1ba4d4685725ad454345f	Bacteria	Actinomycetota	Actinomycetes	S36-B12				0.56	Actinomycetota	Rare
8a99025ba9415f84c3820348289ab75a	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	DASQDN01	DASQDN01 sp963833675	0.51	Acidobacteriota	Soil
8aa1fbd96c647c324dafd73ed470913e	Bacteria	Armatimonadota	UBA5829	UBA5829	UBA5829	DTKD01		0.76	Armatimonadota	Rare
8aaaa8d82e84f0578c2ed71c52346da9	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	CAIXZV01		0.96	Chloroflexota	Mixed
8abb8b060815f2342769fd49c129edc4	Bacteria	Eisenbacteria	RBG-16-71-46	SZUA-252	SZUA-252	WS-9	WS-9 sp035273905	0.78	Eisenbacteria	Mixed
8abdf967e5b46a4af2dc34923219a392	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	UBA10450	Udaeobacter		1.0	Verrucomicrobiota	Soil
8af9b72c1b3847562719d980e6cab6ef	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	Gp6-AA40		0.74	Acidobacteriota	Soil
8b0c22e558fddc26d9c4716b05b2e777	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	JAGQNJ01	HK-STAS-PATE-36	HK-STAS-PATE-36 sp964565615	0.86	Patescibacteriota	Rare
8b0f0173b64fc5e5344c729b6f90940f	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	FEB-25	FEB-25 sp963822175	0.84	Chloroflexota	Sediment
8b25150dc9e069bc0b05a9ff35d0f870	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	V1-33	CAJBME01	CAJBME01 sp046155625	0.65	Verrucomicrobiota	Riverwater
8b5884acc8c736df09c4260b50dc9297	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Aquipseudomonas		0.88	Pseudomonadota	Riverwater
8b5e6b92f2d12b6d99797c68af46a970	Bacteria	Bacteroidota	Bacteroidia	B-17B0	Aurantibacillaceae	Aurantibacillus	Aurantibacillus sp943369995	0.54	Bacteroidota	Rare
8b91e5b1c412877f96a4a342ab6dc680	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		0.92	Pseudomonadota	Groundwater
8bc549def1eb6b93a0205724f59ec806	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium cheniae	0.95	Bacteroidota	Rare
8be7e334c9722503e0c2e8d00b3da6c2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae			0.99	Pseudomonadota	Soil
8c151c20a2ca15c89d2f062f41e38b96	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sulfuritalea		0.69	Pseudomonadota	Riverwater
8c17243ee0487252b481d5550f986696	Bacteria	Omnitrophota	Gorgyraeia	Gygaellales	Profunditerraquicolaceae			0.99	Omnitrophota	Groundwater
8c1c7a6066f143b1d90f8730fbd1d0d7	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces		0.96	Actinomycetota	Rare
8c2b832dd5491a40a79aea2525e54341	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Marimicrobium	Marimicrobium sp963747995	0.51	Pseudomonadota	Mixed
8c33ede97a319272747cf5a0fab84247	Bacteria	Desulfobacterota	BSN033	BSN033	UBA1163	UBA1163		0.59	Desulfobacterota	Sediment
8c394af29ab5465a88a7609165f79783	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp012838205	0.51	Methanobacteriota	Rare
8c42f8c15e6370ff819a923c25d4a482	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Solibacter	Solibacter sp963805775	0.91	Acidobacteriota	Rare
8c49398b32f8d79d852f5d90e6394455	Bacteria	Acidobacteriota	UBA6911	UBA6911	UBA6911	UBA6911	UBA6911 sp963761825	0.65	Acidobacteriota	Sediment
8c4cac02b8b88f8929935ea8e48f49df	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	DASUGC01	DASUGC01 sp963751445	0.68	Acidobacteriota	Rare
8c503c95d1cb390a8bf23c78b993a32b	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Gemmata palustris	0.56	Planctomycetota	Rare
8c68f2daab0f61ff922043381c355c27	Bacteria	Desulfobacterota	BSN033	BSN033	UBA1163	UBA1163	UBA1163 sp963708295	0.6	Desulfobacterota	Rare
8c76970c68c5fe2bd4a906f109975ee6	Bacteria	Patescibacteriota	Gracilibacteria	BD1-5	JAGOOR01	JAGOOR01	JAGOOR01 sp031973055	1.0	Patescibacteriota	Riverwater
8c847eaa5dd609773bbd4061ce090012	Archaea	Nanobdellota	Nanobdellia					0.53	Nanobdellota	Rare
8cbdd4cf6a7639720133c4eb51834364	Bacteria	Chloroflexota	Limnocylindria	QHBO01	QHBO01	DASTEQ01	DASTEQ01 sp963838125	0.91	Chloroflexota	Sediment
8ceae18ee0348d694b1a6f77def3b22e	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter		0.57	Campylobacterota	Groundwater
8cf157e55aa9b8ee61dea9b1a65a3c89	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	G963677325	G963677325 sp963677325	0.81	Bacteroidota	Sediment
8cfe283507bec147f546b272a692f7f0	Bacteria	Pseudomonadota						0.5	Pseudomonadota	Soil
8d046c424c1e037b0199e98c7a95d95c	Bacteria							1.0	8d046c42	Rare
8d2d173519ea87b14b962a604338468c	Bacteria	Acidobacteriota	Blastocatellia	UBA7656				0.97	Acidobacteriota	Soil
8d4ffc051298f92f7dbe70753deaf38e	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JADJOM01		0.82	Gemmatimonadota	Sediment
8d5c03eacb7cc3281ccd5d30fc3caf43	Bacteria	Zixibacteria	MSB-5A5	CAIYYT01	CAIYYT01	CAIYYT01	CAIYYT01 sp903930455	0.98	Zixibacteria	Sediment
8d624ee030df31b210772556820a0acc	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	UBA5629	CAIMUM01	CAIMUM01 sp026389675	0.6	Chloroflexota	Rare
8d703908c09c7cb0da2a4398dd74f9f8	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter vanillatitrophus	0.65	Bacillota	Soil
8dbc7a78a606f5f7a8173e12ce6d3664	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides		0.86	Actinomycetota	Soil
8de1f3f440ff5c87f74fc77e827f8c12	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales	UBA11358	UBA11358		0.68	Verrucomicrobiota	Rare
8de9d93cb8e58f2aceaf3df9cb0a7337	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae			0.91	Chloroflexota	Soil
8deef9189de6581ba15e55393911e764	Bacteria	Omnitrophota	Gorgyraeia	Gygaellales	Profunditerraquicolaceae	UBA6249	UBA6249 sp028716245	0.93	Omnitrophota	Groundwater
8df2b2e6c1cb64bd18b81d5bae7f0898	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_D	Telluria		0.92	Pseudomonadota	Soil
8df72171324a46c5857c4ffd6b0b219a	Bacteria	Desulfobacterota	WTBG01	CAIYCZ01	CAIYCZ01	JAPLIX01	JAPLIX01 sp963803975	0.89	Desulfobacterota	Rare
8dfc3bd80ef8f26a711c5ecc1452f951	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Pollutibacter	Pollutibacter sp046317915	0.97	Bacteroidota	Rare
8e071e9bbc7466017d1dd36b5a9aee0e	Bacteria	Myxococcota_A	Polyangia					0.99	Myxococcota_A	Rare
